               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 317,            0.054995,           0.0072812,            0.011038,             0.82693,             0.54684,             0.60578,             0.39418,            0.053971,           0.0066423,            0.014717,           0.0037432,           0.0037432,           0.0037432
                 318,            0.056699,           0.0073401,            0.011861,             0.82683,             0.54684,             0.60615,             0.39458,            0.053967,           0.0066431,            0.014715,           0.0037234,           0.0037234,           0.0037234
                 319,            0.055482,           0.0072235,            0.011545,             0.82693,             0.54663,             0.60627,             0.39474,            0.053967,            0.006644,            0.014714,           0.0037036,           0.0037036,           0.0037036
                 320,            0.056117,           0.0070265,            0.011574,             0.82628,             0.54911,             0.60631,             0.39482,            0.053961,           0.0066449,            0.014714,           0.0036838,           0.0036838,           0.0036838
                 321,            0.056733,           0.0073259,            0.011924,             0.82636,              0.5497,             0.60606,             0.39488,            0.053959,           0.0066461,            0.014711,            0.003664,            0.003664,            0.003664
                 322,            0.056621,           0.0072973,            0.011812,             0.82632,             0.54999,             0.60623,             0.39473,            0.053955,            0.006647,            0.014707,           0.0036442,           0.0036442,           0.0036442
                 323,            0.055969,           0.0075965,            0.011504,             0.82533,             0.55053,              0.6069,             0.39568,            0.053953,           0.0066479,            0.014704,           0.0036244,           0.0036244,           0.0036244
                 324,            0.054647,           0.0071427,            0.011129,             0.82327,             0.55169,             0.60716,             0.39594,            0.053949,           0.0066488,            0.014699,           0.0036046,           0.0036046,           0.0036046
                 325,            0.055606,           0.0071115,            0.011398,             0.82522,              0.5507,             0.60734,              0.3961,            0.053949,           0.0066503,            0.014693,           0.0035848,           0.0035848,           0.0035848
                 326,            0.054542,           0.0072118,            0.011048,              0.8237,              0.5513,             0.60758,             0.39599,            0.053948,           0.0066519,            0.014687,            0.003565,            0.003565,            0.003565
                 327,            0.055539,           0.0072121,            0.011164,             0.82506,             0.55085,             0.60773,             0.39583,            0.053951,           0.0066536,            0.014682,           0.0035452,           0.0035452,           0.0035452
                 328,            0.055021,           0.0072586,            0.011313,             0.82459,             0.55091,             0.60776,             0.39576,            0.053954,           0.0066548,            0.014678,           0.0035254,           0.0035254,           0.0035254
                 329,            0.055484,           0.0072581,            0.011175,             0.82496,             0.54863,             0.60689,             0.39518,            0.053955,           0.0066563,            0.014673,           0.0035056,           0.0035056,           0.0035056
                 330,            0.055427,           0.0070118,            0.011362,              0.8256,              0.5483,               0.607,             0.39562,            0.053955,           0.0066574,            0.014668,           0.0034858,           0.0034858,           0.0034858
                 331,            0.055094,           0.0072542,            0.011057,             0.82512,             0.54837,             0.60825,             0.39631,            0.053957,           0.0066588,            0.014663,            0.003466,            0.003466,            0.003466
                 332,            0.056102,           0.0069499,            0.011803,             0.82551,             0.54827,             0.60812,               0.396,            0.053955,           0.0066598,            0.014657,           0.0034462,           0.0034462,           0.0034462
                 333,            0.054865,            0.007243,            0.011122,             0.82552,             0.54823,             0.60873,             0.39637,            0.053956,           0.0066611,            0.014654,           0.0034264,           0.0034264,           0.0034264
                 334,            0.053924,           0.0070518,            0.010987,             0.85573,             0.53143,               0.609,             0.39651,            0.053954,           0.0066624,            0.014651,           0.0034066,           0.0034066,           0.0034066
                 335,            0.053902,           0.0069923,            0.010881,             0.85582,             0.53144,             0.60885,             0.39652,            0.053955,           0.0066642,            0.014647,           0.0033868,           0.0033868,           0.0033868
                 336,            0.054858,             0.00711,            0.011056,             0.85566,             0.53125,             0.60963,             0.39682,            0.053956,           0.0066655,            0.014642,            0.003367,            0.003367,            0.003367
                 337,            0.053956,           0.0069255,            0.011128,              0.8556,             0.53177,             0.60922,             0.39692,            0.053961,           0.0066674,            0.014637,           0.0033472,           0.0033472,           0.0033472
                 338,            0.055764,           0.0071441,            0.011567,             0.85564,             0.53232,             0.60932,             0.39703,            0.053961,           0.0066691,            0.014633,           0.0033274,           0.0033274,           0.0033274
                 339,            0.053459,           0.0071335,            0.010661,             0.85598,             0.53165,             0.60943,             0.39693,            0.053964,           0.0066709,            0.014629,           0.0033076,           0.0033076,           0.0033076
                 340,            0.054244,           0.0068716,            0.010907,             0.85737,             0.53209,             0.60954,             0.39764,            0.053965,           0.0066724,            0.014624,           0.0032878,           0.0032878,           0.0032878
                 341,            0.053127,            0.006747,             0.01096,             0.85766,              0.5321,             0.60965,             0.39774,            0.053967,           0.0066743,             0.01462,            0.003268,            0.003268,            0.003268
                 342,            0.053557,           0.0071112,              0.0108,              0.8583,             0.53223,             0.61001,              0.3975,            0.053967,           0.0066753,            0.014617,           0.0032482,           0.0032482,           0.0032482
                 343,            0.054787,           0.0070926,             0.01113,             0.85892,             0.53215,             0.61009,             0.39795,             0.05397,           0.0066764,            0.014613,           0.0032284,           0.0032284,           0.0032284
                 344,            0.054728,           0.0069819,            0.011216,             0.85857,             0.53217,              0.6102,             0.39788,             0.05397,           0.0066777,             0.01461,           0.0032086,           0.0032086,           0.0032086
                 345,            0.053919,           0.0069199,            0.010872,             0.85942,             0.53168,             0.60933,             0.39739,            0.053971,            0.006679,            0.014606,           0.0031888,           0.0031888,           0.0031888
                 346,            0.054101,           0.0066588,            0.010939,             0.85996,             0.53156,             0.61027,             0.39814,            0.053972,           0.0066798,            0.014602,            0.003169,            0.003169,            0.003169
                 347,            0.054586,           0.0070008,            0.011145,             0.86353,             0.53295,             0.61091,             0.39831,            0.053976,            0.006681,            0.014599,           0.0031492,           0.0031492,           0.0031492
                 348,            0.053074,           0.0067714,            0.010657,             0.85772,              0.5365,             0.61119,             0.39808,            0.053975,           0.0066821,            0.014596,           0.0031294,           0.0031294,           0.0031294
                 349,            0.053715,           0.0067889,            0.010733,               0.863,             0.53528,             0.61121,             0.39853,            0.053977,           0.0066835,            0.014594,           0.0031096,           0.0031096,           0.0031096
                 350,            0.053344,           0.0069276,              0.0108,             0.86354,             0.53537,              0.6116,             0.39859,            0.053978,           0.0066849,            0.014592,           0.0030898,           0.0030898,           0.0030898
                 351,            0.053766,           0.0068224,            0.010858,             0.86357,             0.53575,             0.61176,             0.39843,            0.053978,           0.0066868,             0.01459,             0.00307,             0.00307,             0.00307
                 352,             0.05493,            0.007034,            0.011441,             0.86292,             0.53613,             0.61167,             0.39878,            0.053978,           0.0066879,            0.014588,           0.0030502,           0.0030502,           0.0030502
                 353,            0.052867,             0.00681,            0.010477,             0.79571,             0.57964,             0.61177,             0.39891,            0.053978,           0.0066889,            0.014586,           0.0030304,           0.0030304,           0.0030304
                 354,            0.053747,           0.0070374,            0.010967,             0.79608,             0.57972,             0.61243,             0.39936,            0.053973,           0.0066896,            0.014582,           0.0030106,           0.0030106,           0.0030106
                 355,            0.053084,           0.0071298,            0.010476,             0.79688,             0.57967,             0.61233,             0.39938,            0.053975,           0.0066907,             0.01458,           0.0029908,           0.0029908,           0.0029908
                 356,            0.053545,           0.0067909,            0.010612,              0.7957,              0.5809,             0.61327,             0.40035,            0.053975,           0.0066917,            0.014579,            0.002971,            0.002971,            0.002971
                 357,            0.054136,           0.0068101,            0.010943,             0.79647,             0.58066,             0.61263,             0.39942,            0.053977,            0.006693,            0.014578,           0.0029512,           0.0029512,           0.0029512
                 358,            0.052338,           0.0066079,            0.010602,             0.79861,             0.58028,             0.61414,             0.40025,            0.053977,           0.0066945,            0.014575,           0.0029314,           0.0029314,           0.0029314
                 359,            0.052749,           0.0066046,            0.010461,             0.80065,             0.57988,             0.61412,             0.40063,            0.053978,           0.0066958,            0.014572,           0.0029116,           0.0029116,           0.0029116
                 360,            0.052826,           0.0067516,            0.010452,             0.81666,             0.57131,             0.61551,             0.40246,            0.053979,           0.0066979,             0.01457,           0.0028918,           0.0028918,           0.0028918
                 361,            0.053064,           0.0069636,            0.010763,             0.81838,              0.5707,             0.61606,             0.40254,             0.05398,           0.0066998,            0.014566,            0.002872,            0.002872,            0.002872
                 362,            0.053228,            0.006832,            0.010525,             0.81767,             0.57119,              0.6161,             0.40252,             0.05398,            0.006701,            0.014564,           0.0028522,           0.0028522,           0.0028522
                 363,            0.052841,           0.0068961,            0.010936,             0.81754,             0.57132,             0.61613,             0.40233,            0.053981,           0.0067022,            0.014563,           0.0028324,           0.0028324,           0.0028324
                 364,            0.054351,            0.006946,            0.010882,             0.81731,             0.57122,             0.61624,             0.40292,            0.053981,           0.0067034,            0.014562,           0.0028126,           0.0028126,           0.0028126
                 365,             0.05175,           0.0065692,            0.010794,             0.81761,             0.57114,             0.61643,             0.40236,            0.053983,           0.0067048,            0.014562,           0.0027928,           0.0027928,           0.0027928
                 366,            0.052833,           0.0068262,            0.010674,             0.82139,             0.57101,             0.61665,             0.40257,            0.053983,           0.0067057,            0.014559,            0.002773,            0.002773,            0.002773
                 367,            0.051376,            0.006819,            0.010584,             0.82043,             0.57116,             0.61667,             0.40286,            0.053985,           0.0067072,            0.014555,           0.0027532,           0.0027532,           0.0027532
                 368,            0.052768,           0.0066646,            0.010477,             0.81951,             0.57193,             0.61716,             0.40309,            0.053981,           0.0067086,            0.014551,           0.0027334,           0.0027334,           0.0027334
                 369,            0.053367,           0.0068784,             0.01062,             0.81993,              0.5718,             0.61698,             0.40335,            0.053985,           0.0067101,            0.014548,           0.0027136,           0.0027136,           0.0027136
                 370,            0.052427,           0.0069858,            0.010637,             0.82309,             0.57014,             0.61719,             0.40311,            0.053988,           0.0067119,            0.014544,           0.0026938,           0.0026938,           0.0026938
                 371,            0.051701,           0.0065103,             0.01036,             0.82356,             0.56996,             0.61725,             0.40335,             0.05399,           0.0067134,            0.014541,            0.002674,            0.002674,            0.002674
                 372,            0.052547,           0.0067235,            0.010475,             0.82223,             0.57101,             0.61714,             0.40309,            0.053991,           0.0067143,            0.014537,           0.0026542,           0.0026542,           0.0026542
                 373,            0.053391,           0.0066534,            0.010874,             0.82266,             0.57089,             0.61807,             0.40376,            0.053993,           0.0067158,            0.014534,           0.0026344,           0.0026344,           0.0026344
                 374,            0.051752,           0.0067792,            0.010171,             0.82397,             0.56883,              0.6187,             0.40402,            0.053995,            0.006717,            0.014531,           0.0026146,           0.0026146,           0.0026146
                 375,            0.052515,           0.0065999,            0.010467,             0.82562,             0.56779,             0.61856,             0.40407,            0.053995,           0.0067184,            0.014529,           0.0025948,           0.0025948,           0.0025948
                 376,            0.052186,           0.0065471,            0.010412,             0.82763,             0.56715,              0.6187,             0.40429,            0.053994,           0.0067197,            0.014528,            0.002575,            0.002575,            0.002575
                 377,            0.051882,           0.0066327,            0.010329,             0.83065,             0.56669,             0.62474,             0.41009,            0.053995,           0.0067208,            0.014526,           0.0025552,           0.0025552,           0.0025552
                 378,            0.052791,            0.006578,            0.010723,             0.83207,             0.56598,             0.62429,             0.40966,            0.053996,           0.0067225,            0.014523,           0.0025354,           0.0025354,           0.0025354
                 379,            0.051777,           0.0063187,             0.01048,             0.83405,             0.56501,             0.62359,             0.40982,            0.053998,           0.0067241,            0.014522,           0.0025156,           0.0025156,           0.0025156
                 380,            0.050442,           0.0066311,           0.0099822,             0.83587,             0.56458,             0.62432,             0.40989,            0.053997,           0.0067251,             0.01452,           0.0024958,           0.0024958,           0.0024958
                 381,            0.051587,           0.0066507,            0.010597,              0.8377,              0.5641,              0.6244,             0.41002,            0.054001,           0.0067267,            0.014519,            0.002476,            0.002476,            0.002476
                 382,            0.052822,           0.0066343,            0.010552,             0.83977,             0.56322,             0.62434,             0.41007,            0.054002,           0.0067278,            0.014516,           0.0024562,           0.0024562,           0.0024562
                 383,            0.050846,           0.0065546,            0.010282,             0.84167,              0.5621,             0.62443,             0.41016,            0.054006,           0.0067291,            0.014517,           0.0024364,           0.0024364,           0.0024364
                 384,            0.050882,           0.0061894,             0.01017,              0.8432,             0.56152,             0.62449,             0.41013,            0.054012,           0.0067307,            0.014516,           0.0024166,           0.0024166,           0.0024166
                 385,            0.051154,           0.0065404,            0.010366,             0.84527,             0.56003,              0.6241,             0.41007,            0.054011,           0.0067322,            0.014515,           0.0023968,           0.0023968,           0.0023968
                 386,             0.05177,           0.0063387,            0.010322,              0.8467,             0.55866,             0.62404,             0.40969,            0.054016,           0.0067337,            0.014515,            0.002377,            0.002377,            0.002377
                 387,            0.051691,           0.0066141,            0.010395,             0.85002,             0.55836,             0.62435,             0.41012,            0.054019,            0.006735,            0.014514,           0.0023572,           0.0023572,           0.0023572
                 388,            0.052624,           0.0063962,            0.010505,             0.85092,             0.55744,             0.62448,             0.40985,            0.054021,           0.0067374,            0.014513,           0.0023374,           0.0023374,           0.0023374
                 389,             0.05056,            0.006422,            0.010107,             0.85426,             0.55728,             0.62468,             0.41036,            0.054024,           0.0067391,            0.014512,           0.0023176,           0.0023176,           0.0023176
                 390,            0.052001,            0.006511,            0.010255,             0.85577,             0.55539,             0.62481,             0.41049,            0.054023,           0.0067401,             0.01451,           0.0022978,           0.0022978,           0.0022978
                 391,            0.051058,           0.0061591,            0.010084,              0.8571,             0.55509,             0.62507,             0.41049,            0.054022,           0.0067409,            0.014508,            0.002278,            0.002278,            0.002278
                 392,            0.051471,           0.0065558,            0.010548,             0.85989,             0.55446,             0.62542,             0.41112,            0.054023,           0.0067421,            0.014507,           0.0022582,           0.0022582,           0.0022582
                 393,            0.050463,           0.0063814,            0.010377,             0.86185,             0.55452,             0.62534,             0.41103,            0.054024,           0.0067433,            0.014506,           0.0022384,           0.0022384,           0.0022384
                 394,            0.050806,           0.0063228,            0.010201,             0.86568,             0.55387,             0.62576,             0.41185,            0.054026,           0.0067449,            0.014506,           0.0022186,           0.0022186,           0.0022186
                 395,            0.050403,           0.0064363,            0.010124,             0.86811,             0.55383,             0.62568,             0.41188,            0.054026,           0.0067465,            0.014505,           0.0021988,           0.0021988,           0.0021988
                 396,            0.050495,           0.0063426,            0.010317,             0.86886,             0.55385,             0.62559,             0.41178,            0.054029,           0.0067481,            0.014504,            0.002179,            0.002179,            0.002179
                 397,            0.050187,           0.0061825,           0.0099783,             0.86878,             0.55454,              0.6256,             0.41187,            0.054032,           0.0067497,            0.014504,           0.0021592,           0.0021592,           0.0021592
                 398,            0.051515,           0.0063952,            0.010392,             0.86729,             0.55563,             0.62555,             0.41191,             0.05403,           0.0067509,            0.014504,           0.0021394,           0.0021394,           0.0021394
                 399,            0.050415,           0.0063699,            0.010135,             0.86502,             0.55645,             0.62542,             0.41114,            0.054029,            0.006752,            0.014504,           0.0021196,           0.0021196,           0.0021196
                 400,            0.050022,           0.0061617,            0.010304,              0.8647,             0.55664,             0.62564,             0.41146,             0.05403,           0.0067533,            0.014504,           0.0020998,           0.0020998,           0.0020998
                 401,            0.050877,           0.0062997,            0.010214,              0.8653,             0.55666,             0.62518,             0.41125,            0.054033,           0.0067544,            0.014505,             0.00208,             0.00208,             0.00208
                 402,            0.050732,            0.006321,           0.0099713,             0.86474,             0.55699,             0.62513,             0.41097,            0.054035,           0.0067557,            0.014504,           0.0020602,           0.0020602,           0.0020602
                 403,            0.049073,           0.0061744,           0.0098689,             0.86421,             0.55706,             0.63061,             0.41503,            0.054038,            0.006757,            0.014504,           0.0020404,           0.0020404,           0.0020404
                 404,            0.050924,           0.0062724,            0.010219,             0.86262,             0.55726,             0.63143,             0.41525,            0.054042,           0.0067587,            0.014503,           0.0020206,           0.0020206,           0.0020206
                 405,            0.050193,           0.0060911,            0.010116,             0.86344,             0.55717,             0.63049,             0.41441,            0.054045,           0.0067605,            0.014504,           0.0020008,           0.0020008,           0.0020008
                 406,            0.049446,           0.0062712,             0.01006,             0.86281,             0.55722,             0.63132,             0.41497,            0.054045,           0.0067624,            0.014504,            0.001981,            0.001981,            0.001981
                 407,            0.051158,           0.0063501,             0.01009,              0.8662,             0.55596,             0.63148,             0.41501,            0.054046,           0.0067639,            0.014504,           0.0019612,           0.0019612,           0.0019612
                 408,            0.049653,           0.0063418,            0.010003,             0.86433,             0.55696,             0.63139,             0.41503,            0.054046,           0.0067652,            0.014505,           0.0019414,           0.0019414,           0.0019414
                 409,            0.048675,            0.006075,            0.009814,             0.86439,             0.55688,             0.63173,             0.41521,            0.054047,           0.0067667,            0.014504,           0.0019216,           0.0019216,           0.0019216
                 410,            0.049045,           0.0063361,           0.0099195,              0.8599,             0.55745,             0.63174,             0.41525,            0.054051,           0.0067687,            0.014504,           0.0019018,           0.0019018,           0.0019018
                 411,            0.050501,           0.0061854,            0.010165,             0.85956,             0.55749,             0.63184,             0.41532,            0.054052,           0.0067706,            0.014504,            0.001882,            0.001882,            0.001882
                 412,            0.050782,           0.0063112,            0.010316,              0.8565,             0.55838,             0.63201,             0.41549,            0.054053,            0.006772,            0.014505,           0.0018622,           0.0018622,           0.0018622
                 413,            0.047985,           0.0062313,            0.009482,             0.86054,             0.55746,              0.6318,             0.41438,            0.054057,            0.006774,            0.014505,           0.0018424,           0.0018424,           0.0018424
                 414,             0.04965,           0.0061541,            0.010251,             0.86017,             0.55755,              0.6321,              0.4143,             0.05406,           0.0067762,            0.014505,           0.0018226,           0.0018226,           0.0018226
                 415,            0.049241,           0.0062202,            0.010037,             0.86112,             0.55743,             0.63204,             0.41364,            0.054067,           0.0067784,            0.014504,           0.0018028,           0.0018028,           0.0018028
                 416,            0.049368,           0.0063416,           0.0099049,             0.86344,             0.55711,             0.63192,             0.41364,             0.05407,           0.0067805,            0.014504,            0.001783,            0.001783,            0.001783
                 417,             0.04967,           0.0062601,           0.0099855,             0.86395,             0.55738,             0.63251,             0.41404,            0.054072,           0.0067825,            0.014502,           0.0017632,           0.0017632,           0.0017632
                 418,            0.048908,           0.0058346,           0.0097306,             0.86566,              0.5569,             0.63162,             0.41435,            0.054075,           0.0067848,            0.014502,           0.0017434,           0.0017434,           0.0017434
                 419,            0.049514,           0.0061713,           0.0098265,             0.86642,             0.55659,             0.63175,             0.41437,            0.054077,            0.006787,              0.0145,           0.0017236,           0.0017236,           0.0017236
                 420,            0.049441,           0.0062845,            0.010019,             0.86685,             0.55698,             0.63164,              0.4142,            0.054082,           0.0067894,            0.014498,           0.0017038,           0.0017038,           0.0017038
                 421,            0.047951,           0.0060352,           0.0096225,             0.86742,              0.5567,             0.63156,             0.41424,            0.054084,           0.0067917,            0.014498,            0.001684,            0.001684,            0.001684
                 422,            0.049522,           0.0060655,           0.0098971,             0.86699,             0.55645,             0.63235,             0.41489,            0.054086,           0.0067935,            0.014498,           0.0016642,           0.0016642,           0.0016642
                 423,            0.047385,           0.0058818,           0.0094957,              0.8671,             0.55657,             0.63107,             0.41371,            0.054087,           0.0067954,            0.014498,           0.0016444,           0.0016444,           0.0016444
                 424,            0.047278,           0.0061147,           0.0093828,             0.86231,             0.55814,             0.63101,              0.4138,            0.054089,           0.0067977,            0.014498,           0.0016246,           0.0016246,           0.0016246
                 425,            0.048924,           0.0061261,           0.0097251,             0.85889,             0.55913,             0.63227,             0.41504,            0.054089,           0.0067992,            0.014498,           0.0016048,           0.0016048,           0.0016048
                 426,            0.048955,           0.0061237,           0.0099438,             0.85803,             0.56071,             0.63237,             0.41495,            0.054089,           0.0068012,            0.014498,            0.001585,            0.001585,            0.001585
                 427,            0.048699,           0.0060395,             0.00973,             0.85682,             0.56057,             0.63317,             0.41564,            0.054092,           0.0068027,            0.014497,           0.0015652,           0.0015652,           0.0015652
                 428,            0.048435,           0.0061935,           0.0097375,             0.85748,             0.56095,             0.63286,             0.41542,            0.054096,           0.0068051,            0.014497,           0.0015454,           0.0015454,           0.0015454
                 429,            0.048323,           0.0058519,           0.0097198,             0.85719,               0.561,             0.63484,             0.41693,            0.054097,            0.006807,            0.014497,           0.0015256,           0.0015256,           0.0015256
                 430,             0.04718,           0.0059019,             0.00972,             0.85658,             0.56034,             0.63509,             0.41735,            0.054098,           0.0068089,            0.014498,           0.0015058,           0.0015058,           0.0015058
                 431,            0.047272,           0.0056918,           0.0095657,              0.8557,             0.56037,             0.63463,             0.41693,            0.054102,           0.0068111,            0.014499,            0.001486,            0.001486,            0.001486
                 432,            0.046402,           0.0056421,           0.0093947,             0.85468,             0.56053,             0.63488,              0.4169,            0.054107,           0.0068135,            0.014499,           0.0014662,           0.0014662,           0.0014662
                 433,              0.0488,           0.0058123,            0.010007,             0.85605,             0.56027,             0.63503,             0.41724,            0.054111,           0.0068154,            0.014499,           0.0014464,           0.0014464,           0.0014464
                 434,            0.047321,           0.0056742,           0.0094106,             0.85598,              0.5603,             0.63506,             0.41692,            0.054116,           0.0068175,              0.0145,           0.0014266,           0.0014266,           0.0014266
                 435,            0.048436,            0.005929,           0.0097364,             0.85667,             0.55999,             0.64058,             0.42178,            0.054123,           0.0068192,            0.014501,           0.0014068,           0.0014068,           0.0014068
                 436,            0.046816,           0.0058801,            0.009288,             0.85816,             0.55976,              0.6406,             0.42178,             0.05413,           0.0068212,            0.014501,            0.001387,            0.001387,            0.001387
                 437,            0.049062,           0.0061489,           0.0097654,             0.85834,             0.55962,             0.64043,             0.42199,            0.054135,           0.0068229,            0.014502,           0.0013672,           0.0013672,           0.0013672
                 438,            0.048306,           0.0057527,           0.0097606,             0.85922,              0.5594,             0.64118,             0.42315,            0.054138,           0.0068248,            0.014503,           0.0013474,           0.0013474,           0.0013474
                 439,            0.048217,           0.0057925,           0.0097186,             0.85813,             0.55881,             0.64109,             0.42321,            0.054145,           0.0068261,            0.014503,           0.0013276,           0.0013276,           0.0013276
                 440,             0.04785,           0.0055975,           0.0096538,             0.85714,             0.55882,             0.64102,             0.42335,            0.054148,           0.0068283,            0.014503,           0.0013078,           0.0013078,           0.0013078
                 441,            0.046054,           0.0057258,           0.0093167,             0.85675,              0.5589,              0.6418,             0.42352,            0.054154,           0.0068301,            0.014503,            0.001288,            0.001288,            0.001288
                 442,            0.046032,           0.0057649,           0.0092895,             0.85775,              0.5589,             0.64199,             0.42331,            0.054155,           0.0068314,            0.014504,           0.0012682,           0.0012682,           0.0012682
                 443,            0.045165,           0.0056386,           0.0089697,             0.85631,             0.55881,             0.64217,             0.42359,            0.054159,           0.0068331,            0.014504,           0.0012484,           0.0012484,           0.0012484
                 444,            0.047388,           0.0057744,           0.0095495,             0.85472,             0.55888,             0.64212,             0.42326,            0.054162,           0.0068355,            0.014504,           0.0012286,           0.0012286,           0.0012286
                 445,            0.046852,           0.0055771,           0.0094092,             0.85431,              0.5595,             0.64406,             0.42508,            0.054168,           0.0068377,            0.014505,           0.0012088,           0.0012088,           0.0012088
                 446,            0.047806,           0.0059456,           0.0097854,             0.85367,             0.55922,             0.64424,             0.42547,            0.054175,           0.0068394,            0.014506,            0.001189,            0.001189,            0.001189
                 447,            0.047046,           0.0057907,           0.0094283,              0.8519,              0.5589,             0.64424,             0.42525,            0.054179,           0.0068413,            0.014507,           0.0011692,           0.0011692,           0.0011692
                 448,            0.047465,           0.0056292,           0.0096337,               0.852,             0.55893,             0.64439,             0.42531,            0.054184,           0.0068435,            0.014508,           0.0011494,           0.0011494,           0.0011494
                 449,             0.04703,           0.0055613,           0.0093998,             0.85199,             0.55897,             0.64418,             0.42419,            0.054191,           0.0068459,             0.01451,           0.0011296,           0.0011296,           0.0011296
                 450,            0.048129,           0.0055776,           0.0098691,             0.85091,             0.56051,             0.64963,             0.42986,              0.0542,           0.0068485,            0.014511,           0.0011098,           0.0011098,           0.0011098
                 451,            0.046954,           0.0057615,           0.0093662,             0.85387,              0.5648,             0.65252,             0.42939,            0.054207,           0.0068502,            0.014511,             0.00109,             0.00109,             0.00109
                 452,            0.046934,           0.0057041,           0.0095743,             0.85444,             0.56452,             0.65271,             0.42978,            0.054217,           0.0068529,            0.014512,           0.0010702,           0.0010702,           0.0010702
                 453,            0.044996,           0.0053445,           0.0088847,             0.85391,             0.56446,             0.65269,             0.42853,            0.054225,           0.0068547,            0.014514,           0.0010504,           0.0010504,           0.0010504
                 454,            0.045285,            0.005657,           0.0089154,             0.85412,             0.56474,             0.65277,             0.42867,            0.054231,           0.0068569,            0.014515,           0.0010306,           0.0010306,           0.0010306
                 455,            0.045069,           0.0055504,           0.0088514,             0.85572,              0.5648,             0.65276,             0.42871,            0.054238,           0.0068588,            0.014516,           0.0010108,           0.0010108,           0.0010108
                 456,            0.045427,           0.0056446,           0.0092334,             0.85642,             0.56446,             0.65274,             0.42862,            0.054243,           0.0068612,            0.014517,            0.000991,            0.000991,            0.000991
                 457,            0.046541,           0.0055969,           0.0093709,             0.85906,             0.56131,              0.6527,             0.42818,            0.054248,           0.0068632,            0.014517,           0.0009712,           0.0009712,           0.0009712
                 458,            0.045834,            0.005521,           0.0090477,              0.8606,             0.56093,             0.65334,             0.42834,            0.054252,           0.0068656,            0.014517,           0.0009514,           0.0009514,           0.0009514
                 459,            0.045888,            0.005668,           0.0090048,             0.86107,              0.5608,             0.65317,             0.42875,            0.054259,            0.006868,            0.014518,           0.0009316,           0.0009316,           0.0009316
                 460,            0.046311,           0.0053684,           0.0093493,             0.86334,             0.56037,              0.6532,             0.42855,            0.054265,           0.0068701,            0.014518,           0.0009118,           0.0009118,           0.0009118
                 461,            0.045798,           0.0055366,           0.0091931,             0.86458,             0.56017,             0.65337,             0.42844,            0.054267,           0.0068724,            0.014519,            0.000892,            0.000892,            0.000892
                 462,            0.046874,           0.0054401,           0.0093094,             0.86583,             0.56093,             0.65439,             0.42823,             0.05427,           0.0068747,            0.014518,           0.0008722,           0.0008722,           0.0008722
                 463,            0.045217,           0.0055945,           0.0088782,              0.8659,             0.56103,              0.6543,             0.42794,            0.054277,            0.006876,            0.014519,           0.0008524,           0.0008524,           0.0008524
                 464,            0.044524,           0.0055064,           0.0088923,             0.86722,             0.56063,             0.65536,             0.42836,            0.054287,           0.0068782,             0.01452,           0.0008326,           0.0008326,           0.0008326
                 465,             0.04616,           0.0055674,           0.0091647,             0.86832,             0.56039,             0.65533,             0.42815,            0.054289,            0.006879,            0.014519,           0.0008128,           0.0008128,           0.0008128
                 466,            0.045062,           0.0053718,           0.0092885,              0.8678,             0.56044,             0.65531,             0.42801,            0.054296,           0.0068811,             0.01452,            0.000793,            0.000793,            0.000793
                 467,            0.045699,           0.0054106,           0.0091705,             0.86771,             0.55995,             0.65514,             0.42813,            0.054299,           0.0068827,            0.014519,           0.0007732,           0.0007732,           0.0007732
                 468,            0.046555,           0.0056592,           0.0094481,             0.87097,             0.56142,             0.65568,             0.42839,            0.054299,           0.0068845,            0.014519,           0.0007534,           0.0007534,           0.0007534
                 469,            0.045849,           0.0052696,           0.0092928,              0.8706,             0.56312,             0.65556,             0.42837,            0.054302,           0.0068862,             0.01452,           0.0007336,           0.0007336,           0.0007336
                 470,            0.044258,           0.0051274,           0.0089362,             0.87253,             0.56051,             0.65573,             0.42923,             0.05431,           0.0068886,            0.014521,           0.0007138,           0.0007138,           0.0007138
                 471,            0.046444,           0.0055192,           0.0093484,             0.87401,             0.55973,              0.6554,             0.42941,            0.054311,           0.0068904,            0.014521,            0.000694,            0.000694,            0.000694
                 472,            0.044108,           0.0052732,           0.0087732,             0.87421,             0.55953,             0.65521,             0.42884,            0.054315,           0.0068924,            0.014523,           0.0006742,           0.0006742,           0.0006742
                 473,            0.045762,           0.0054042,           0.0091641,              0.8681,             0.56395,             0.65551,             0.42937,            0.054316,           0.0068942,            0.014524,           0.0006544,           0.0006544,           0.0006544
                 474,            0.045123,           0.0052259,           0.0087743,             0.86639,             0.56462,             0.65562,             0.42979,            0.054317,           0.0068963,            0.014525,           0.0006346,           0.0006346,           0.0006346
                 475,             0.04524,           0.0051346,           0.0091187,             0.86268,             0.56136,              0.6522,             0.42974,            0.054321,           0.0068985,            0.014526,           0.0006148,           0.0006148,           0.0006148
                 476,            0.045963,           0.0054079,           0.0092793,             0.86282,             0.56142,             0.65211,             0.42975,            0.054327,           0.0069012,            0.014526,            0.000595,            0.000595,            0.000595
