               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.063266,           0.0086378,            0.014281,             0.87736,             0.49065,             0.55976,             0.36253,            0.054561,           0.0066845,            0.015374,            0.006931,            0.006931,            0.006931
                 157,            0.062737,           0.0082989,            0.014103,             0.87724,             0.49117,             0.56093,             0.36525,            0.054543,           0.0066811,            0.015355,           0.0069112,           0.0069112,           0.0069112
                 158,              0.0644,           0.0085349,            0.014657,             0.87622,             0.49295,             0.56185,             0.36481,            0.054535,           0.0066787,            0.015341,           0.0068914,           0.0068914,           0.0068914
                 159,             0.06345,           0.0084418,            0.014068,             0.87564,             0.49406,             0.56326,             0.36539,            0.054523,           0.0066761,            0.015323,           0.0068716,           0.0068716,           0.0068716
                 160,            0.062647,           0.0084912,            0.014893,             0.87649,             0.49457,             0.56277,              0.3655,            0.054516,           0.0066745,            0.015306,           0.0068518,           0.0068518,           0.0068518
                 161,            0.062156,           0.0088064,            0.014468,             0.87664,             0.49505,             0.56378,             0.36646,            0.054507,           0.0066759,            0.015322,            0.006832,            0.006832,            0.006832
                 162,            0.062171,           0.0082845,            0.014073,             0.87566,             0.49711,             0.56285,             0.36552,            0.054505,           0.0066757,            0.015328,           0.0068122,           0.0068122,           0.0068122
                 163,            0.062855,           0.0084387,            0.013788,             0.87885,             0.49663,             0.56329,             0.36597,            0.054494,           0.0066741,             0.01533,           0.0067924,           0.0067924,           0.0067924
                 164,            0.064204,           0.0086725,            0.014782,             0.89423,              0.4952,             0.56309,             0.36636,             0.05449,           0.0066719,            0.015322,           0.0067726,           0.0067726,           0.0067726
                 165,            0.062592,           0.0081741,            0.014148,             0.88305,             0.49436,             0.56291,             0.36657,            0.054489,           0.0066692,            0.015318,           0.0067528,           0.0067528,           0.0067528
                 166,            0.062915,           0.0080893,            0.014511,             0.89703,             0.49302,             0.56328,             0.36707,            0.054488,           0.0066668,             0.01531,            0.006733,            0.006733,            0.006733
                 167,            0.062956,           0.0082812,              0.0142,             0.89594,             0.49365,             0.56439,             0.36819,            0.054483,           0.0066641,            0.015299,           0.0067132,           0.0067132,           0.0067132
                 168,            0.063197,           0.0082503,            0.014817,              0.8801,             0.49817,             0.56505,              0.3697,            0.054475,           0.0066626,            0.015283,           0.0066934,           0.0066934,           0.0066934
                 169,             0.06267,            0.008152,            0.014376,             0.88009,             0.50067,             0.56573,             0.37035,            0.054468,           0.0066623,            0.015257,           0.0066736,           0.0066736,           0.0066736
                 170,            0.063848,           0.0085291,            0.014398,             0.87742,             0.50071,             0.56628,             0.37053,             0.05446,           0.0066629,            0.015248,           0.0066538,           0.0066538,           0.0066538
                 171,             0.06298,           0.0086284,            0.014299,             0.87459,             0.50104,             0.56634,             0.37051,            0.054449,           0.0066631,            0.015236,            0.006634,            0.006634,            0.006634
                 172,            0.062433,           0.0080973,            0.013658,             0.86779,             0.50178,              0.5666,              0.3707,            0.054442,           0.0066615,            0.015226,           0.0066142,           0.0066142,           0.0066142
                 173,            0.063641,           0.0082126,            0.014859,             0.86651,             0.50252,             0.56636,             0.36993,            0.054437,           0.0066611,            0.015221,           0.0065944,           0.0065944,           0.0065944
                 174,            0.062572,           0.0082577,            0.013938,             0.86797,             0.50105,             0.56699,             0.37092,            0.054433,           0.0066597,            0.015209,           0.0065746,           0.0065746,           0.0065746
                 175,            0.062583,           0.0081125,            0.013885,             0.86773,             0.50128,             0.56761,             0.37059,            0.054428,           0.0066584,            0.015202,           0.0065548,           0.0065548,           0.0065548
                 176,              0.0612,           0.0079965,            0.013406,             0.86723,             0.50211,             0.56838,             0.37046,             0.05443,            0.006658,            0.015197,            0.006535,            0.006535,            0.006535
                 177,            0.062691,           0.0081455,            0.014379,             0.86982,             0.50021,              0.5675,              0.3709,            0.054429,            0.006658,            0.015184,           0.0065152,           0.0065152,           0.0065152
                 178,            0.062361,           0.0083261,            0.013976,             0.88055,             0.49949,             0.56954,             0.37252,            0.054426,           0.0066571,            0.015171,           0.0064954,           0.0064954,           0.0064954
                 179,            0.062715,           0.0082271,            0.014548,             0.88305,             0.49976,             0.56965,             0.37229,            0.054423,           0.0066555,            0.015159,           0.0064756,           0.0064756,           0.0064756
                 180,            0.062968,            0.008237,             0.01412,             0.88452,             0.49955,              0.5698,             0.37239,            0.054418,           0.0066551,            0.015152,           0.0064558,           0.0064558,           0.0064558
                 181,            0.062554,            0.008141,            0.014092,             0.86926,             0.50096,             0.56804,             0.37107,             0.05441,           0.0066556,            0.015145,            0.006436,            0.006436,            0.006436
                 182,            0.062993,           0.0080865,            0.014745,             0.86276,             0.50416,             0.56789,             0.37142,            0.054403,           0.0066548,             0.01514,           0.0064162,           0.0064162,           0.0064162
                 183,            0.061778,           0.0081501,            0.014147,             0.86002,             0.50606,             0.56734,             0.37039,            0.054395,           0.0066546,            0.015142,           0.0063964,           0.0063964,           0.0063964
                 184,            0.062668,           0.0087194,            0.014709,             0.86226,             0.50532,             0.56787,             0.37078,            0.054389,           0.0066531,            0.015142,           0.0063766,           0.0063766,           0.0063766
                 185,            0.063545,           0.0084432,            0.014073,             0.86377,             0.50479,             0.56839,             0.37142,            0.054385,           0.0066522,            0.015138,           0.0063568,           0.0063568,           0.0063568
                 186,            0.061795,           0.0081612,            0.014153,             0.86478,              0.5059,             0.56983,              0.3725,            0.054378,           0.0066511,            0.015136,            0.006337,            0.006337,            0.006337
                 187,            0.062406,           0.0082701,            0.013904,              0.8658,             0.50719,             0.56962,             0.37251,            0.054371,           0.0066501,            0.015132,           0.0063172,           0.0063172,           0.0063172
                 188,            0.060986,           0.0080031,             0.01348,             0.86426,             0.50827,             0.56909,              0.3717,            0.054365,           0.0066492,             0.01513,           0.0062974,           0.0062974,           0.0062974
                 189,             0.06151,           0.0083335,            0.013341,             0.86221,             0.51031,             0.56963,             0.37207,             0.05436,            0.006648,            0.015126,           0.0062776,           0.0062776,           0.0062776
                 190,            0.061171,           0.0079419,            0.013833,             0.86261,             0.51042,             0.57137,             0.37277,             0.05435,           0.0066476,            0.015121,           0.0062578,           0.0062578,           0.0062578
                 191,            0.061889,           0.0081807,            0.013633,             0.86246,             0.51061,             0.57139,             0.37297,            0.054343,           0.0066474,            0.015114,            0.006238,            0.006238,            0.006238
                 192,            0.062241,           0.0082882,            0.013455,             0.85968,             0.51139,             0.57149,             0.37349,            0.054335,           0.0066467,            0.015106,           0.0062182,           0.0062182,           0.0062182
                 193,            0.060997,           0.0076098,            0.013694,             0.85708,             0.51239,             0.57152,             0.37296,            0.054327,           0.0066452,            0.015099,           0.0061984,           0.0061984,           0.0061984
                 194,            0.061442,            0.007994,             0.01366,             0.84231,             0.51429,             0.57138,             0.37314,            0.054319,           0.0066441,            0.015092,           0.0061786,           0.0061786,           0.0061786
                 195,            0.061286,           0.0081064,            0.013521,             0.83844,             0.51684,             0.57176,              0.3731,            0.054314,           0.0066437,            0.015088,           0.0061588,           0.0061588,           0.0061588
                 196,             0.06161,           0.0082476,            0.013627,             0.83953,             0.51894,             0.57209,             0.37327,            0.054307,           0.0066425,            0.015084,            0.006139,            0.006139,            0.006139
                 197,            0.063135,           0.0082622,            0.013609,              0.8389,             0.51973,             0.57183,             0.37317,            0.054302,           0.0066421,            0.015082,           0.0061192,           0.0061192,           0.0061192
                 198,            0.061272,           0.0077844,            0.013734,             0.83734,             0.52078,             0.57186,             0.37307,            0.054296,            0.006641,            0.015076,           0.0060994,           0.0060994,           0.0060994
                 199,            0.061819,           0.0082359,            0.013102,             0.83605,             0.52156,             0.57118,             0.37254,            0.054292,           0.0066405,            0.015071,           0.0060796,           0.0060796,           0.0060796
                 200,            0.062808,           0.0081793,            0.013517,             0.83188,             0.52284,             0.57137,             0.37254,            0.054288,           0.0066407,            0.015065,           0.0060598,           0.0060598,           0.0060598
                 201,            0.061983,           0.0084608,            0.014047,               0.829,              0.5246,             0.57196,              0.3729,            0.054283,           0.0066402,            0.015061,             0.00604,             0.00604,             0.00604
                 202,            0.061018,            0.008002,            0.012956,             0.82713,             0.52618,             0.56667,             0.36996,            0.054278,           0.0066392,            0.015057,           0.0060202,           0.0060202,           0.0060202
                 203,            0.061572,           0.0080195,            0.013363,             0.82739,             0.52576,             0.56673,             0.37011,             0.05427,           0.0066385,            0.015052,           0.0060004,           0.0060004,           0.0060004
                 204,            0.060332,           0.0081316,            0.013411,             0.82011,             0.53197,             0.56748,              0.3703,            0.054262,           0.0066377,            0.015047,           0.0059806,           0.0059806,           0.0059806
                 205,            0.061533,           0.0081557,            0.013515,             0.82042,             0.53161,             0.56711,             0.37002,            0.054258,           0.0066374,            0.015042,           0.0059608,           0.0059608,           0.0059608
                 206,            0.060453,           0.0081187,             0.01271,             0.82009,             0.53243,             0.56736,             0.37029,            0.054252,           0.0066369,             0.01504,            0.005941,            0.005941,            0.005941
                 207,             0.06284,           0.0081704,            0.013984,             0.82161,             0.53216,             0.56755,             0.37033,            0.054248,           0.0066372,            0.015035,           0.0059212,           0.0059212,           0.0059212
                 208,            0.061337,           0.0082065,            0.012884,             0.82561,              0.5315,             0.56767,             0.37056,            0.054243,           0.0066375,             0.01503,           0.0059014,           0.0059014,           0.0059014
                 209,            0.061346,           0.0079363,            0.013523,             0.82709,             0.53086,             0.56848,             0.37101,            0.054238,           0.0066369,            0.015024,           0.0058816,           0.0058816,           0.0058816
                 210,            0.060049,           0.0076285,            0.012964,             0.82647,             0.53228,             0.56938,             0.37162,            0.054234,           0.0066364,            0.015019,           0.0058618,           0.0058618,           0.0058618
                 211,            0.061231,           0.0080398,            0.013184,             0.82613,             0.53347,             0.56996,              0.3722,            0.054227,            0.006636,            0.015018,            0.005842,            0.005842,            0.005842
                 212,            0.060779,           0.0077257,            0.013299,             0.82719,             0.53392,             0.57082,             0.37286,            0.054218,           0.0066358,            0.015016,           0.0058222,           0.0058222,           0.0058222
                 213,             0.06162,           0.0082652,            0.012961,             0.80726,             0.54217,             0.57124,             0.37312,            0.054211,           0.0066357,            0.015011,           0.0058024,           0.0058024,           0.0058024
                 214,             0.06186,           0.0080626,            0.013251,             0.80598,             0.54298,             0.57215,             0.37375,            0.054203,            0.006635,            0.015008,           0.0057826,           0.0057826,           0.0057826
                 215,            0.060088,           0.0082148,            0.013455,             0.80424,             0.54364,             0.57486,             0.37502,            0.054198,           0.0066345,            0.015003,           0.0057628,           0.0057628,           0.0057628
                 216,            0.061265,           0.0079196,            0.013309,             0.80517,             0.54351,             0.57492,             0.37423,            0.054195,           0.0066342,            0.014998,            0.005743,            0.005743,            0.005743
                 217,            0.060929,           0.0078304,            0.012936,             0.80662,             0.54315,             0.57513,             0.37434,            0.054189,           0.0066333,            0.014995,           0.0057232,           0.0057232,           0.0057232
                 218,            0.061411,           0.0081916,            0.013538,             0.80623,             0.54341,             0.57541,             0.37462,            0.054183,           0.0066325,            0.014991,           0.0057034,           0.0057034,           0.0057034
                 219,            0.060761,            0.008102,            0.012972,             0.80818,             0.54317,             0.57539,             0.37477,            0.054176,           0.0066321,            0.014987,           0.0056836,           0.0056836,           0.0056836
                 220,            0.060841,           0.0081066,            0.013059,             0.80928,             0.54461,             0.57558,             0.37474,            0.054172,            0.006632,            0.014981,           0.0056638,           0.0056638,           0.0056638
                 221,            0.061482,           0.0081505,            0.013345,             0.82289,             0.54234,             0.57568,               0.375,            0.054169,           0.0066319,            0.014976,            0.005644,            0.005644,            0.005644
                 222,            0.060346,           0.0083532,            0.012624,             0.82338,              0.5423,             0.57536,             0.37484,            0.054164,           0.0066315,            0.014973,           0.0056242,           0.0056242,           0.0056242
                 223,            0.059818,           0.0081986,            0.012858,             0.82408,               0.543,             0.57581,             0.37539,            0.054162,           0.0066321,            0.014969,           0.0056044,           0.0056044,           0.0056044
                 224,            0.060181,           0.0081473,             0.01301,             0.82373,             0.54314,             0.57604,             0.37567,            0.054158,           0.0066325,            0.014965,           0.0055846,           0.0055846,           0.0055846
                 225,              0.0606,           0.0077599,            0.012825,              0.8237,             0.54455,             0.57748,             0.37576,            0.054155,           0.0066328,            0.014962,           0.0055648,           0.0055648,           0.0055648
                 226,            0.059926,           0.0080008,            0.012386,             0.82375,             0.54453,             0.57786,             0.37582,            0.054151,           0.0066323,             0.01496,            0.005545,            0.005545,            0.005545
                 227,            0.060289,           0.0078746,            0.012785,             0.82303,             0.54468,             0.57789,             0.37621,            0.054147,           0.0066328,            0.014959,           0.0055252,           0.0055252,           0.0055252
                 228,             0.06138,           0.0082923,            0.013362,              0.8222,             0.54476,             0.57779,             0.37608,            0.054146,           0.0066327,            0.014959,           0.0055054,           0.0055054,           0.0055054
                 229,            0.060488,           0.0077999,            0.013799,             0.82199,             0.54488,             0.57831,             0.37639,            0.054145,           0.0066332,            0.014958,           0.0054856,           0.0054856,           0.0054856
                 230,            0.059722,           0.0077456,            0.012681,             0.82105,             0.54486,             0.57872,             0.37649,             0.05414,           0.0066334,            0.014954,           0.0054658,           0.0054658,           0.0054658
                 231,            0.060501,           0.0081787,            0.013157,             0.82165,             0.54449,             0.58003,              0.3769,            0.054139,           0.0066337,            0.014953,            0.005446,            0.005446,            0.005446
                 232,            0.060519,           0.0082406,            0.012928,             0.82419,             0.54409,             0.58003,             0.37667,            0.054136,           0.0066337,            0.014951,           0.0054262,           0.0054262,           0.0054262
                 233,            0.060499,           0.0078881,            0.012784,             0.82527,             0.54364,             0.58027,             0.37665,            0.054132,           0.0066344,             0.01495,           0.0054064,           0.0054064,           0.0054064
                 234,            0.059005,           0.0079819,            0.012814,             0.82703,             0.54353,              0.5803,             0.37652,            0.054129,           0.0066347,            0.014947,           0.0053866,           0.0053866,           0.0053866
                 235,            0.058562,           0.0078441,            0.012678,             0.82813,             0.54345,             0.58034,              0.3762,            0.054127,           0.0066348,            0.014944,           0.0053668,           0.0053668,           0.0053668
                 236,            0.060736,           0.0078816,            0.012621,             0.82896,             0.54324,             0.58023,             0.37644,            0.054124,           0.0066353,            0.014943,            0.005347,            0.005347,            0.005347
                 237,            0.059126,           0.0079143,              0.0126,             0.82928,             0.54304,             0.58029,             0.37663,            0.054123,            0.006636,            0.014941,           0.0053272,           0.0053272,           0.0053272
                 238,            0.059924,           0.0077632,            0.012901,             0.83105,             0.54138,              0.5809,             0.37713,            0.054123,           0.0066361,            0.014937,           0.0053074,           0.0053074,           0.0053074
                 239,            0.058349,           0.0075336,            0.012496,             0.83149,             0.54105,               0.581,             0.37629,            0.054122,           0.0066362,            0.014933,           0.0052876,           0.0052876,           0.0052876
                 240,            0.059154,           0.0077625,             0.01266,             0.83275,             0.54022,             0.58109,              0.3768,            0.054121,           0.0066358,            0.014928,           0.0052678,           0.0052678,           0.0052678
                 241,            0.059238,           0.0078651,            0.012629,             0.83338,             0.53997,             0.58268,             0.37808,            0.054121,           0.0066355,            0.014925,            0.005248,            0.005248,            0.005248
                 242,             0.06001,           0.0079461,            0.012605,             0.83443,             0.53892,             0.58342,               0.378,            0.054121,           0.0066348,            0.014921,           0.0052282,           0.0052282,           0.0052282
                 243,            0.059738,           0.0078414,            0.012644,             0.83468,             0.53856,             0.58353,             0.37829,            0.054119,           0.0066346,            0.014917,           0.0052084,           0.0052084,           0.0052084
                 244,            0.058702,           0.0077778,            0.012209,             0.83516,             0.53864,             0.58436,             0.37891,            0.054115,           0.0066345,            0.014912,           0.0051886,           0.0051886,           0.0051886
                 245,            0.060102,            0.007942,            0.012656,              0.8363,             0.53837,             0.58569,             0.37999,            0.054112,           0.0066347,            0.014905,           0.0051688,           0.0051688,           0.0051688
                 246,            0.059268,            0.007806,            0.012386,             0.83711,             0.53834,             0.58759,             0.38143,            0.054111,           0.0066345,              0.0149,            0.005149,            0.005149,            0.005149
                 247,            0.059413,           0.0077737,            0.012529,             0.83776,             0.53796,             0.58752,             0.38192,            0.054109,           0.0066346,            0.014893,           0.0051292,           0.0051292,           0.0051292
                 248,            0.058233,           0.0077311,            0.012189,              0.8387,             0.53792,             0.58776,             0.38179,            0.054108,           0.0066348,            0.014887,           0.0051094,           0.0051094,           0.0051094
                 249,            0.058026,           0.0077241,            0.012379,             0.83909,             0.53789,             0.58824,              0.3823,            0.054105,           0.0066355,             0.01488,           0.0050896,           0.0050896,           0.0050896
                 250,             0.05947,           0.0078026,            0.012581,             0.83938,             0.53784,             0.58802,              0.3823,            0.054102,           0.0066356,            0.014876,           0.0050698,           0.0050698,           0.0050698
                 251,            0.059676,           0.0076233,            0.012434,             0.83946,             0.53783,             0.58877,             0.38278,            0.054095,           0.0066355,            0.014873,             0.00505,             0.00505,             0.00505
                 252,            0.060098,           0.0076607,            0.012695,             0.83949,             0.53795,             0.58907,             0.38281,            0.054094,           0.0066345,            0.014869,           0.0050302,           0.0050302,           0.0050302
                 253,             0.05855,           0.0076418,            0.012308,             0.84062,             0.53771,              0.5894,             0.38284,            0.054093,           0.0066344,            0.014864,           0.0050104,           0.0050104,           0.0050104
                 254,            0.060056,           0.0076433,             0.01367,             0.84113,             0.53746,             0.58955,             0.38307,            0.054091,            0.006634,             0.01486,           0.0049906,           0.0049906,           0.0049906
                 255,            0.058187,           0.0078084,            0.011984,             0.84179,             0.53763,             0.58988,             0.38326,            0.054087,           0.0066331,            0.014855,           0.0049708,           0.0049708,           0.0049708
                 256,            0.058353,           0.0076201,            0.012011,              0.8416,             0.53723,             0.59596,             0.38624,            0.054086,            0.006632,            0.014849,            0.004951,            0.004951,            0.004951
                 257,            0.057726,            0.007817,            0.012159,             0.84174,             0.53803,             0.59591,             0.38641,            0.054085,           0.0066315,            0.014846,           0.0049312,           0.0049312,           0.0049312
                 258,            0.058139,           0.0075204,            0.011989,             0.84236,             0.53797,             0.59573,             0.38621,            0.054082,           0.0066308,            0.014842,           0.0049114,           0.0049114,           0.0049114
                 259,            0.058568,           0.0078384,            0.012192,             0.84256,             0.54018,             0.59605,              0.3867,            0.054081,           0.0066308,            0.014839,           0.0048916,           0.0048916,           0.0048916
                 260,            0.058925,           0.0076408,             0.01225,             0.84247,             0.53986,             0.59653,               0.387,             0.05408,           0.0066302,            0.014837,           0.0048718,           0.0048718,           0.0048718
                 261,            0.058524,           0.0076168,            0.012373,              0.8431,             0.53901,             0.59677,             0.38688,             0.05408,           0.0066298,            0.014836,            0.004852,            0.004852,            0.004852
                 262,            0.059206,           0.0078662,            0.012474,             0.84342,             0.53854,             0.59703,             0.38688,            0.054077,           0.0066297,            0.014834,           0.0048322,           0.0048322,           0.0048322
                 263,            0.058705,           0.0081457,            0.012227,             0.84008,              0.5394,             0.59725,             0.38691,            0.054075,           0.0066298,            0.014834,           0.0048124,           0.0048124,           0.0048124
                 264,            0.057637,           0.0075376,            0.011772,             0.83866,             0.53962,             0.59724,             0.38714,            0.054072,           0.0066288,            0.014831,           0.0047926,           0.0047926,           0.0047926
                 265,              0.0592,           0.0079813,            0.012386,             0.83822,              0.5396,              0.5978,              0.3878,             0.05407,           0.0066287,            0.014827,           0.0047728,           0.0047728,           0.0047728
                 266,            0.058565,           0.0075795,            0.012324,             0.83988,             0.53926,             0.59846,             0.38812,            0.054068,           0.0066278,            0.014824,            0.004753,            0.004753,            0.004753
                 267,            0.059281,           0.0075244,            0.012553,             0.84057,             0.54012,             0.59867,             0.38889,            0.054066,           0.0066277,            0.014822,           0.0047332,           0.0047332,           0.0047332
                 268,            0.058357,           0.0077421,            0.012411,             0.84177,              0.5399,              0.6009,             0.39026,            0.054065,           0.0066272,             0.01482,           0.0047134,           0.0047134,           0.0047134
                 269,            0.057787,            0.007629,            0.011721,              0.8429,             0.53921,              0.6007,              0.3897,            0.054064,           0.0066272,            0.014821,           0.0046936,           0.0046936,           0.0046936
                 270,            0.057909,           0.0078351,            0.012056,             0.84365,             0.53823,             0.60073,             0.39004,            0.054059,            0.006627,            0.014823,           0.0046738,           0.0046738,           0.0046738
                 271,            0.057169,           0.0074865,            0.011563,             0.84213,             0.53931,             0.60137,             0.39074,            0.054058,           0.0066274,            0.014823,            0.004654,            0.004654,            0.004654
                 272,            0.057471,           0.0076109,            0.012017,             0.84261,             0.53919,              0.6015,             0.39088,            0.054056,           0.0066266,             0.01482,           0.0046342,           0.0046342,           0.0046342
                 273,            0.057888,           0.0075845,            0.011777,              0.8426,              0.5393,             0.60176,              0.3915,            0.054054,           0.0066272,            0.014818,           0.0046144,           0.0046144,           0.0046144
                 274,            0.057361,           0.0074454,            0.012093,              0.8427,             0.53903,             0.60176,             0.39116,             0.05405,           0.0066265,            0.014814,           0.0045946,           0.0045946,           0.0045946
                 275,            0.056856,           0.0073601,            0.011754,             0.83152,             0.53949,             0.60157,             0.39168,            0.054048,           0.0066261,            0.014812,           0.0045748,           0.0045748,           0.0045748
                 276,            0.057544,            0.007562,            0.011723,             0.83119,             0.53947,             0.60137,             0.39208,            0.054044,           0.0066253,            0.014808,            0.004555,            0.004555,            0.004555
                 277,            0.058336,           0.0074947,            0.012042,             0.83197,             0.54038,             0.60154,             0.39255,            0.054043,           0.0066236,            0.014804,           0.0045352,           0.0045352,           0.0045352
                 278,            0.057142,           0.0074995,              0.0116,             0.83324,             0.54007,             0.60158,             0.39213,            0.054041,           0.0066227,            0.014804,           0.0045154,           0.0045154,           0.0045154
                 279,            0.057441,            0.007475,            0.011766,             0.83312,             0.54152,             0.60173,             0.39247,            0.054042,           0.0066234,            0.014805,           0.0044956,           0.0044956,           0.0044956
                 280,             0.05794,            0.007873,            0.012014,             0.83332,             0.54244,             0.60174,              0.3924,             0.05404,           0.0066234,            0.014804,           0.0044758,           0.0044758,           0.0044758
                 281,             0.05837,           0.0075978,            0.011941,              0.8334,             0.54337,             0.60179,             0.39213,            0.054039,           0.0066242,              0.0148,            0.004456,            0.004456,            0.004456
                 282,            0.058927,            0.007508,            0.012347,             0.83366,             0.54346,             0.60194,             0.39239,            0.054038,           0.0066242,            0.014796,           0.0044362,           0.0044362,           0.0044362
                 283,            0.057744,           0.0075373,            0.012145,             0.83408,             0.54329,             0.60194,             0.39246,            0.054036,            0.006625,            0.014794,           0.0044164,           0.0044164,           0.0044164
                 284,            0.056439,           0.0073715,            0.011674,             0.83483,             0.54252,             0.60202,             0.39249,            0.054033,           0.0066247,            0.014791,           0.0043966,           0.0043966,           0.0043966
                 285,             0.05635,           0.0076213,            0.011506,             0.83458,             0.54267,             0.60179,             0.39222,            0.054032,           0.0066255,            0.014789,           0.0043768,           0.0043768,           0.0043768
                 286,            0.057557,           0.0077603,            0.012199,             0.83486,             0.54259,             0.60172,             0.39229,            0.054029,           0.0066251,            0.014786,            0.004357,            0.004357,            0.004357
                 287,            0.056758,           0.0073179,            0.011597,              0.8339,             0.54233,             0.60192,             0.39201,             0.05403,           0.0066254,            0.014784,           0.0043372,           0.0043372,           0.0043372
                 288,            0.057156,           0.0074172,            0.011909,             0.83501,             0.54147,             0.60207,             0.39199,            0.054028,           0.0066252,            0.014782,           0.0043174,           0.0043174,           0.0043174
                 289,            0.057073,            0.007389,            0.011701,             0.83525,             0.54203,             0.60213,             0.39187,            0.054028,           0.0066259,            0.014779,           0.0042976,           0.0042976,           0.0042976
                 290,             0.05742,            0.007446,            0.011823,             0.83578,             0.54214,             0.60295,             0.39219,            0.054025,           0.0066251,            0.014777,           0.0042778,           0.0042778,           0.0042778
                 291,            0.057603,            0.007589,            0.012058,             0.83643,             0.54231,              0.6022,              0.3919,            0.054026,           0.0066254,            0.014774,            0.004258,            0.004258,            0.004258
                 292,            0.058388,           0.0073306,            0.012445,             0.83669,             0.54274,             0.60249,             0.39208,            0.054021,           0.0066256,            0.014772,           0.0042382,           0.0042382,           0.0042382
                 293,            0.056426,           0.0077381,            0.011695,             0.83712,             0.54195,             0.60265,             0.39215,             0.05402,           0.0066259,            0.014769,           0.0042184,           0.0042184,           0.0042184
                 294,            0.056879,           0.0073748,            0.012331,             0.83707,             0.54224,             0.60232,             0.39186,            0.054016,           0.0066262,            0.014767,           0.0041986,           0.0041986,           0.0041986
                 295,            0.056524,           0.0077933,            0.011904,              0.8372,             0.54403,             0.60275,             0.39211,            0.054014,           0.0066265,            0.014766,           0.0041788,           0.0041788,           0.0041788
                 296,            0.055901,           0.0072727,            0.011346,             0.83731,             0.54386,             0.60294,             0.39238,            0.054008,           0.0066266,            0.014763,            0.004159,            0.004159,            0.004159
                 297,            0.057129,           0.0074595,            0.011822,             0.83717,             0.54393,             0.60329,             0.39249,            0.054009,           0.0066275,            0.014763,           0.0041392,           0.0041392,           0.0041392
                 298,             0.05563,           0.0075909,            0.011434,             0.83725,             0.54385,             0.60317,             0.39255,            0.054007,           0.0066276,            0.014761,           0.0041194,           0.0041194,           0.0041194
                 299,            0.056915,           0.0072502,            0.011328,              0.8362,              0.5429,             0.60322,             0.39303,            0.054008,           0.0066282,            0.014758,           0.0040996,           0.0040996,           0.0040996
                 300,            0.056135,           0.0074789,            0.011326,             0.83663,             0.54271,             0.60334,             0.39303,            0.054006,           0.0066283,            0.014757,           0.0040798,           0.0040798,           0.0040798
                 301,            0.056575,            0.007479,            0.011794,             0.83736,             0.54265,             0.60353,             0.39291,            0.054007,           0.0066292,            0.014754,             0.00406,             0.00406,             0.00406
                 302,            0.056519,           0.0074389,            0.011482,             0.83681,             0.54059,             0.60286,             0.39254,            0.054005,           0.0066297,            0.014753,           0.0040402,           0.0040402,           0.0040402
                 303,            0.054936,           0.0071739,             0.01105,             0.83753,             0.54044,             0.60257,             0.39207,            0.054005,           0.0066306,            0.014751,           0.0040204,           0.0040204,           0.0040204
                 304,            0.056979,           0.0072416,            0.011722,             0.83789,             0.54055,             0.60253,             0.39228,               0.054,           0.0066299,            0.014748,           0.0040006,           0.0040006,           0.0040006
                 305,             0.05721,           0.0074727,            0.011609,              0.8393,             0.53965,             0.60256,             0.39223,            0.053998,           0.0066301,            0.014746,           0.0039808,           0.0039808,           0.0039808
                 306,            0.056618,           0.0071037,             0.01167,             0.84028,             0.53944,             0.60274,             0.39233,            0.053997,           0.0066306,            0.014743,            0.003961,            0.003961,            0.003961
                 307,            0.055516,           0.0071348,            0.011163,             0.84005,             0.53943,             0.60366,             0.39269,            0.053996,           0.0066313,            0.014741,           0.0039412,           0.0039412,           0.0039412
                 308,            0.055135,           0.0076656,            0.011277,             0.84061,             0.53949,             0.60348,             0.39251,            0.053992,           0.0066318,            0.014738,           0.0039214,           0.0039214,           0.0039214
                 309,            0.056886,           0.0072711,            0.011678,             0.83161,             0.54607,             0.60567,             0.39401,            0.053991,           0.0066331,            0.014736,           0.0039016,           0.0039016,           0.0039016
                 310,            0.056014,           0.0073424,            0.011365,             0.83135,             0.54646,             0.60598,             0.39413,            0.053988,           0.0066344,            0.014734,           0.0038818,           0.0038818,           0.0038818
                 311,            0.056272,           0.0071712,            0.011544,              0.8287,              0.5464,             0.60548,             0.39414,            0.053987,           0.0066356,            0.014732,            0.003862,            0.003862,            0.003862
                 312,            0.055979,           0.0074024,            0.011646,              0.8306,             0.54694,             0.60639,             0.39406,            0.053985,           0.0066368,             0.01473,           0.0038422,           0.0038422,           0.0038422
                 313,            0.057264,           0.0075179,            0.011998,             0.83166,              0.5473,              0.6065,             0.39389,            0.053982,           0.0066383,            0.014728,           0.0038224,           0.0038224,           0.0038224
                 314,            0.056193,           0.0074488,            0.011319,             0.82932,              0.5474,              0.6065,             0.39369,            0.053979,            0.006639,            0.014725,           0.0038026,           0.0038026,           0.0038026
                 315,            0.056101,           0.0071974,             0.01148,             0.82773,             0.54665,             0.60563,             0.39398,            0.053976,           0.0066399,            0.014722,           0.0037828,           0.0037828,           0.0037828
                 316,             0.05571,           0.0071524,             0.01121,              0.8272,             0.54681,             0.60578,             0.39419,            0.053972,            0.006641,            0.014718,            0.003763,            0.003763,            0.003763
